,user_id,rec
1861,2466,"[981760, 1104761, 1008235, 1015380, 1016863]"
1862,2467,"[1056762, 15800767, 964385, 15572722, 13776148]"
1863,2470,"[959076, 15596430, 15596572, 6533889, 7168224]"
1864,2471,"[9527294, 1096740, 1105120, 1035505, 877850]"
1865,2472,"[869367, 952114, 837167, 7025094, 8118999]"
1866,2475,"[989824, 6772883, 9419415, 14025185, 14025655]"
1867,2477,"[821648, 1040788, 1095558, 1129535, 5978656]"
1868,2478,"[823775, 823775, 15452531, 1139569, 5995483]"
1869,2479,"[981760, 867886, 1100379, 1089934, 1042867]"
1870,2481,"[981760, 15973008, 903517, 1131529, 1132006]"
1871,2482,"[865330, 847989, 1003552, 857276, 908236]"
1872,2483,"[824305, 824305, 842434, 904450, 1060831]"
1873,2484,"[16730992, 866012, 885447, 883817, 862600]"
1874,2485,"[925645, 940980, 12555363, 10457226, 9832449]"
1875,2486,"[5591777, 1104584, 1062525, 1045436, 901762]"
1876,2488,"[15740619, 1010745, 13115919, 13040097, 12262601]"
1877,2489,"[854270, 989181, 1050530, 900145, 6534178]"
1878,2492,"[823153, 1115057, 8069095, 6554955, 1139569]"
1879,2494,"[880427, 880427, 1068343, 1092986, 883616]"
1880,2496,"[981760, 1139336, 985579, 1036623, 910484]"
1881,2497,"[6534178, 6534178]"
1882,2498,"[12386123, 858303, 920109, 1004945, 858303]"
1883,2499,"[944317, 1089766, 1084781, 976335, 986021]"
1884,2500,"[12263468, 1004945, 9297017, 12352196, 869622]"
